OBID,Latitude,Longitud,Date,Water Level,Flow Rate,Trash,State,Country
378,37.565466,-122.067786,8/4/12 18:57,Full,Slow,None,California,US
379,37.263928,-121.792061,7/4/12 13:26,Some,Fast,A lot,California,US
380,37.299137,-121.927402,2/4/12 13:25,Some,Fast,Some,California,US
381,37.26395,-121.79216,3/25/12 14:40,Some,Fast,Some,California,US
382,36.839657,-119.711073,1/4/12 13:21,Some,Fast,None,California,US
383,37.23991,-121.945152,1/4/12 12:19,Not available,No Water,Not available,California,US
384,37.565519,-122.067802,3/31/12 19:04,Some,Slow,None,California,US
385,37.439513,-122.179927,3/28/12 20:29,Full,Fast,None,California,US
386,37.211515,-121.805273,3/27/12 16:17,Some,Slow,None,California,US
387,37.565537,-122.067816,3/25/12 18:16,Some,Fast,None,California,US
388,35.28164,-120.65445,3/25/12 15:09,Some,Fast,Some,California,US
389,37.404465,-121.836341,3/24/12 15:38,Dry,No Water,A lot,California,US
390,37.408613,-121.844945,3/24/12 15:28,Dry,No Water,Some,California,US
391,37.415276,-121.840976,3/24/12 15:22,Dry,No Water,None,California,US
392,37.4133,-121.857843,3/24/12 15:13,Some,Still,A lot,California,US
393,37.410165,-121.861327,3/24/12 15:07,Dry,No Water,A lot,California,US
394,37.369372,-121.86755,3/24/12 14:50,Some,Fast,A lot,California,US
395,37.296657,-121.821574,3/18/12 12:48,Some,Slow,A lot,California,US
396,37.277323,-121.973668,3/17/12 19:43,Some,Slow,None,California,US
397,37.565473,-122.067857,3/17/12 18:58,Some,Fast,None,California,US
398,37.110751,-122.064859,3/15/12 14:05,Full,Still,None,California,US
399,37.438561,-122.179596,2/18/12 14:05,Some,Slow,None,California,US
400,37.439197,-122.179567,3/14/12 20:19,Full,Fast,None,California,US
401,34.14879,-118.631264,3/13/12 22:08,Some,Still,A lot,California,US
402,38.973436,-123.102112,3/13/12 19:38,Some,Fast,None,California,US
403,37.212196,-121.806077,3/13/12 16:21,Full,Slow,None,California,US
404,37.211598,-121.805684,3/13/12 16:19,Not available,No Water,Not available,California,US
405,38.973425,-123.102095,3/13/12 10:37,Dry,No Water,None,California,US
406,37.217642,-121.734323,11/3/12 14:24,Some,Slow,None,California,US
407,37.286913,-121.812153,10/3/12 13:33,Some,Slow,Some,California,US
408,37.388768,-122.069347,9/3/12 19:46,Dry,No Water,Some,California,US
409,37.396652,-122.068187,9/3/12 19:39,Some,Slow,Some,California,US
410,37.333758,-122.07273,8/3/12 17:42,Some,Slow,Some,California,US
411,37.565591,-122.067926,4/3/12 19:18,Some,Fast,None,California,US
412,37.501776,-122.262208,4/3/12 14:06,Some,Slow,Some,California,US
413,38.973463,-123.102423,2/29/12 18:48,Some,Slow,None,California,US
414,37.60245,-122.078254,2/27/12 19:57,Some,Slow,Some,California,US
415,37.007332,-121.58015,2/26/12 14:45,Some,Slow,A lot,California,US
416,37.2175,-121.734266,2/26/12 14:34,Some,Slow,None,California,US
417,37.001867,-121.592776,2/26/12 14:02,Some,Slow,A lot,California,US
418,37.370644,-121.87167,2/25/12 16:55,Some,Fast,A lot,California,US
419,37.409811,-121.860936,2/25/12 16:35,Dry,No Water,A lot,California,US
420,37.412994,-121.857556,2/25/12 16:10,Some,Slow,A lot,California,US
421,37.415335,-121.840921,2/25/12 15:55,Dry,No Water,None,California,US
422,37.408496,-121.844955,2/25/12 15:48,Dry,No Water,Some,California,US
423,37.404455,-121.836415,2/25/12 15:38,Dry,No Water,Some,California,US
424,38.973507,-123.102369,2/22/12 18:01,Dry,No Water,None,California,US
425,37.255893,-121.789655,2/19/12 14:05,Some,Slow,Some,California,US
426,37.296672,-121.821486,2/19/12 15:15,Some,Slow,A lot,California,US
427,37.565526,-122.067863,2/18/12 18:17,Some,Fast,None,California,US
428,37.602482,-122.07833,2/14/12 20:08,Some,Slow,None,California,US
429,37.56561,-122.067766,12/2/12 17:31,Some,Still,None,California,US
430,37.169902,-121.671567,12/2/12 15:26,Some,Still,None,California,US
431,37.283941,-121.813718,10/2/12 10:15,Some,Still,A lot,California,US
432,37.602624,-122.078338,7/2/12 20:01,Some,Slow,None,California,US
433,33.716114,-117.79113,6/2/12 18:39,Some,Fast,Some,California,US
434,33.716032,-117.791168,6/2/12 18:37,Some,Slow,Some,California,US
435,37.565562,-122.067784,5/2/12 17:11,Some,Slow,None,California,US
436,37.213125,-121.728148,5/2/12 14:36,Some,Slow,None,California,US
437,37.36776,-121.925928,5/2/12 12:28,Some,Fast,A lot,California,US
438,38.973525,-123.102424,1/2/12 17:00,Dry,No Water,None,California,US
439,37.602503,-122.078305,1/31/12 20:05,Some,Slow,Some,California,US
440,37.226927,-121.751545,1/29/12 13:53,Some,Slow,A lot,California,US
441,37.256814,-121.79055,1/29/12 14:52,Some,Fast,Some,California,US
442,37.370553,-121.871623,1/28/12 14:08,Some,Fast,A lot,California,US
443,37.410319,-121.861735,1/28/12 13:48,Dry,No Water,Some,California,US
444,37.412899,-121.857583,1/28/12 13:41,Dry,No Water,A lot,California,US
445,37.41532,-121.840963,1/28/12 13:31,Dry,No Water,Some,California,US
446,37.408555,-121.845011,1/28/12 13:25,Dry,No Water,Some,California,US
447,37.404482,-121.836389,1/28/12 13:18,Dry,No Water,Some,California,US
448,37.274007,-121.974155,1/25/12 18:28,Some,Slow,None,California,US
449,37.274129,-121.974173,1/25/12 18:27,Some,Slow,None,California,US
450,37.277354,-121.973802,1/25/12 18:20,Dry,No Water,None,California,US
451,38.973563,-123.102348,1/23/12 17:48,Full,Fast,None,California,US
452,37.602571,-122.078305,1/23/12 16:19,Full,Slow,None,California,US
453,32.984116,-117.129698,1/22/12 16:41,Dry,No Water,Some,California,US
454,37.281341,-121.813487,1/22/12 12:59,Some,Still,A lot,California,US
455,38.973499,-123.102359,1/19/12 11:49,Dry,No Water,None,California,US
456,37.60243,-122.078228,9/1/12 18:08,Some,Still,Some,California,US
457,37.439564,-122.179864,4/1/12 18:59,Some,Slow,None,California,US
458,37.603008,-122.050583,2/1/12 3:19,Some,Slow,None,California,US
459,37.60245,-122.078246,1/1/12 19:21,Some,Slow,Some,California,US
460,38.321032,-122.282733,12/30/11 13:15,Some,Slow,Some,California,US
461,37.286954,-121.812186,12/29/11 13:39,Some,Fast,Some,California,US
462,37.415385,-121.8409,12/27/11 16:43,Dry,No Water,Some,California,US
463,37.404311,-121.83643,12/27/11 16:56,Dry,No Water,Some,California,US
464,37.408357,-121.844897,12/27/11 16:49,Dry,No Water,Some,California,US
465,37.412954,-121.857597,12/27/11 16:35,Dry,No Water,A lot,California,US
466,37.409826,-121.860915,12/27/11 16:30,Dry,No Water,Some,California,US
467,37.370488,-121.871744,12/27/11 15:55,Some,Fast,A lot,California,US
468,37.270287,-122.005107,12/26/11 18:05,Dry,No Water,Some,California,US
469,37.448056,-122.170874,12/26/11 11:59,Dry,No Water,A lot,California,US
470,37.283941,-121.813783,12/24/11 14:27,Some,Slow,A lot,California,US
471,32.607171,-117.044234,12/17/11 14:08,Full,Fast,A lot,California,US
472,32.558999,-117.092805,12/17/11 14:06,Full,Fast,A lot,California,US
473,32.551758,-117.084034,12/17/11 13:47,Some,Slow,A lot,California,US
474,32.551805,-117.083995,12/17/11 13:27,Some,Slow,A lot,California,US
475,32.549101,-117.064266,12/17/11 13:06,Full,Fast,A lot,California,US
476,32.548762,-117.06455,12/17/11 13:04,Full,Fast,A lot,California,US
477,32.54875,-117.064518,12/17/11 13:03,Full,Fast,A lot,California,US
478,37.286886,-121.812164,12/14/11 10:53,Some,Slow,Some,California,US
479,36.913317,-121.770044,9/12/11 19:23,Full,Still,None,California,US
480,37.439435,-122.179809,3/24/11 17:51,Full,Fast,None,California,US
481,37.439739,-122.180143,3/28/11 19:25,Some,Fast,None,California,US
482,37.439733,-122.179938,5/21/11 20:53,Some,Fast,None,California,US
483,36.995448,-121.801828,11/28/11 12:47,Dry,No Water,Some,California,US
484,37.415315,-121.84096,11/26/11 14:11,Dry,No Water,Some,California,US
485,37.412935,-121.857584,11/26/11 14:21,Dry,No Water,Some,California,US
486,37.408485,-121.844891,11/26/11 14:05,Dry,No Water,Some,California,US
487,37.404379,-121.836449,11/26/11 13:58,Dry,No Water,A lot,California,US
488,37.410213,-121.861541,11/26/11 14:27,Dry,No Water,A lot,California,US
489,37.370545,-121.871648,11/26/11 14:46,Some,Fast,Some,California,US
490,37.003892,-119.672945,11/25/11 17:48,Full,Slow,Some,California,US
491,37.004003,-119.672901,11/25/11 17:46,Full,Slow,None,California,US
492,37.001429,-119.665627,11/25/11 16:58,Some,Slow,None,California,US
493,37.286977,-121.8122,11/22/11 10:22,Some,Slow,None,California,US
494,38.657414,-121.337025,11/17/11 10:56,Some,Slow,Some,California,US
495,37.283996,-121.813873,11/17/11 10:21,Some,Still,A lot,California,US
496,38.657346,-121.336978,11/15/11 11:10,Some,Slow,Some,California,US
497,37.818313,-122.14706,6/11/11 15:44,Some,Slow,None,California,US
498,37.800008,-122.044025,11/13/11 14:27,Some,Slow,None,California,US
499,37.34516,-121.993616,12/11/11 12:04,Some,Fast,Some,California,US
500,37.183844,-121.701726,6/11/11 13:12,Some,Slow,None,California,US
501,37.346175,-121.878867,9/11/11 19:26,Full,Slow,A lot,California,US
502,37.299004,-121.927087,9/11/11 14:23,Some,Fast,A lot,California,US
503,37.350055,-121.986904,6/11/11 11:53,Some,Slow,None,California,US
504,37.21325,-121.728129,10/30/11 14:08,Some,Slow,None,California,US
505,37.334538,-122.036952,10/25/11 20:29,Some,Slow,Some,California,US
506,37.211911,-121.806342,10/25/11 20:09,Some,Fast,Some,California,US
507,37.439246,-122.180053,10/24/11 11:34,Dry,No Water,None,California,US
508,37.286816,-121.83643,10/23/11 13:01,Some,Slow,Some,California,US
509,37.41537,-117.06455,10/22/11 15:45,Dry,No Water,None,California,US
510,37.408539,-121.84096,10/22/11 15:52,Dry,No Water,Some,California,US
511,37.412968,-121.8576,10/22/11 15:30,Dry,No Water,A lot,California,US
512,37.40978,-121.861011,10/22/11 15:19,Dry,No Water,A lot,California,US
513,37.370574,-121.871673,10/22/11 15:02,Some,Fast,A lot,California,US
514,32.665186,-117.105621,10/15/11 17:06,Some,Fast,Some,California,US
515,37.299137,-121.927021,12/10/11 14:43,Some,Fast,Some,California,US
516,34.412488,-119.692498,11/10/11 21:12,Some,Fast,Some,California,US
517,34.412837,-121.83643,11/10/11 21:07,Some,Fast,None,California,US
518,33.542236,-117.06455,8/10/11 12:14,Some,Still,Some,California,US
519,37.921209,-121.84096,7/10/11 14:59,Some,Slow,Some,California,US
520,37.30392,-121.882712,4/10/11 11:33,Some,Slow,None,California,US
521,33.618487,-117.864656,9/26/11 15:13,Some,Fast,None,California,US
522,33.62939,-117.874191,9/26/11 15:00,Some,Fast,None,California,US
523,37.221281,-121.876538,9/28/11 21:52,Some,Slow,Some,California,US
524,33.543534,-117.732494,9/19/11 14:54,Some,Fast,None,California,US
525,33.517631,-117.737691,9/19/11 14:06,Some,Fast,None,California,US
526,33.618481,-117.864615,9/19/11 17:02,Some,Fast,None,California,US
527,33.631696,-117.885026,9/18/11 17:14,Some,Fast,None,California,US
528,37.429398,-121.981286,9/18/11 15:28,Full,Slow,None,California,US
529,37.37056,-121.83643,9/17/11 15:11,Some,Fast,A lot,California,US
530,37.409795,-121.861062,9/17/11 14:49,Dry,No Water,Some,California,US
531,37.41304,-121.857607,9/17/11 14:42,Dry,No Water,A lot,California,US
532,37.415384,-121.840957,9/17/11 14:31,Dry,No Water,None,California,US
533,37.408463,-121.845001,9/17/11 14:22,Dry,No Water,Some,California,US
534,37.404492,-121.836397,9/17/11 14:13,Dry,No Water,Some,California,US
535,35.281639,-121.83643,9/14/11 21:41,Some,Slow,Some,California,US
536,37.299112,-121.83643,9/14/11 14:27,Some,Fast,Some,California,US
537,34.420906,-119.670467,1/26/11 12:02,Some,Fast,Some,California,US
538,34.43222,-119.727039,12/23/10 11:59,Full,Fast,None,California,US
539,37.438637,-122.179274,6/9/11 12:29,Dry,No Water,Some,California,US
540,37.332903,-121.898017,5/9/11 13:18,Full,Still,A lot,California,US
541,37.353766,-121.912185,4/9/11 14:27,Some,Fast,Some,California,US
542,36.969417,-121.906521,1/9/11 22:17,Full,Still,None,California,US
543,37.299502,-121.922984,8/19/11 13:31,Some,Fast,Some,California,US
544,34.147967,-118.630654,1/8/11 19:34,Some,Slow,Some,California,US
545,37.797875,-121.977794,7/18/11 22:01,Some,Slow,None,California,US
546,37.538514,-122.249861,7/30/11 18:17,Some,Still,Some,California,US
547,37.286925,-121.812078,7/30/11 13:03,Some,Slow,Some,California,US
548,37.283802,-121.813705,7/30/11 12:38,Full,Slow,A lot,California,US
549,37.439456,-122.17986,7/25/11 12:12,Some,Still,None,California,US
550,34.06909,-118.707049,7/16/11 18:37,Some,Slow,None,California,US
551,37.328269,-121.891596,7/15/11 16:01,Full,Slow,Some,California,US
552,34.14759,-118.630406,7/14/11 20:12,Some,Slow,A lot,California,US
553,37.287495,-121.938055,9/7/11 10:43,Full,Fast,Some,California,US
554,37.221825,-121.83643,10/7/11 22:08,Some,Slow,Some,California,US
555,37.273994,-121.974166,7/7/11 22:33,Some,Slow,Some,California,US
556,37.277376,-121.973729,7/7/11 22:27,Dry,No Water,Some,California,US
557,37.439927,-122.180308,6/29/11 16:09,Some,Fast,None,California,US
558,37.274002,-121.974173,6/28/11 21:37,Some,Slow,None,California,US
559,37.277299,-121.973655,6/28/11 21:31,Some,Slow,None,California,US
560,37.357827,-121.858538,6/15/11 17:37,Full,Slow,Some,California,US
561,37.3579,-121.858723,6/15/11 17:43,Full,Slow,Some,California,US
562,37.356087,-121.804785,6/15/11 18:06,Dry,No Water,Some,California,US
563,37.35787,-121.858672,6/15/11 17:35,Full,Slow,Some,California,US
564,37.357865,-121.858623,6/15/11 17:33,Full,Slow,Some,California,US
565,37.384812,-121.815499,6/15/11 17:07,Some,Fast,Some,California,US
566,37.384875,-121.83643,6/15/11 17:09,Some,Fast,Some,California,US
567,37.357923,-121.858629,6/15/11 17:40,Full,Slow,Some,California,US
568,37.356005,-121.804956,6/15/11 18:07,Dry,No Water,Some,California,US
569,37.38484,-121.815471,6/15/11 17:10,Some,Fast,Some,California,US
570,37.357899,-121.858631,6/15/11 17:42,Full,Slow,Some,California,US
571,37.356063,-121.83643,6/15/11 18:09,Dry,No Water,Some,California,US
572,37.753401,-122.149175,6/21/11 13:00,Some,Slow,None,California,US
573,37.813761,-122.222453,6/17/11 1:33,Full,Fast,A lot,California,US
574,37.211446,-121.804338,6/15/11 19:22,Some,Slow,A lot,California,US
575,37.208524,-121.83643,6/15/11 18:54,Some,Slow,Some,California,US
576,37.303889,-121.882243,6/15/11 18:49,Some,Fast,Some,California,US
577,37.37055,-121.871555,6/15/11 18:34,Some,Slow,A lot,California,US
578,37.203051,-121.829941,6/15/11 18:25,Dry,No Water,Some,California,US
579,37.202995,-121.829848,6/15/11 18:23,Some,Slow,Some,California,US
580,37.301069,-122.023211,6/15/11 16:26,Some,Slow,None,California,US
581,37.30367,-122.025229,6/15/11 16:18,Dry,No Water,None,California,US
582,37.306999,-121.964472,6/15/11 15:56,Dry,No Water,None,California,US
583,37.203038,-121.829875,6/15/11 18:15,Some,Slow,Some,California,US
584,37.301136,-121.920182,6/15/11 15:17,Some,Slow,None,California,US
585,37.30111,-121.919952,6/15/11 18:14,Some,Fast,None,California,US
586,37.203088,-121.829816,6/15/11 18:14,Some,Slow,Some,California,US
587,37.403637,-121.836025,6/15/11 18:11,Some,Still,None,California,US
588,37.315843,-121.796642,6/15/11 18:09,Dry,Still,Some,California,US
589,37.356112,-121.804712,6/15/11 18:05,Dry,No Water,Some,California,US
590,37.408531,-121.844953,6/15/11 17:59,Dry,No Water,None,California,US
591,37.315798,-121.796961,6/15/11 17:52,Some,Still,Some,California,US
592,37.20307,-121.829895,6/15/11 17:51,Some,Slow,Some,California,US
593,37.415353,-121.840967,6/15/11 17:49,Dry,No Water,Some,California,US
594,37.340622,-121.902668,6/15/11 17:46,Full,Slow,Some,California,US
595,37.357828,-121.858674,6/15/11 17:41,Full,Slow,Some,California,US
596,37.341543,-121.902266,6/15/11 17:37,Full,Fast,A lot,California,US
597,37.341563,-121.902259,6/15/11 17:35,Full,Fast,A lot,California,US
598,37.409829,-121.861037,6/15/11 17:29,Some,Slow,Some,California,US
599,37.409819,-121.861045,6/15/11 17:26,Some,Slow,Some,California,US
600,37.324722,-121.765568,6/15/11 16:53,Some,Still,Some,California,US
601,37.207128,-121.823672,6/15/11 17:25,Full,Fast,None,California,US
602,37.311326,-121.788947,6/15/11 17:24,Some,Slow,A lot,California,US
603,37.259732,-121.798492,6/15/11 17:24,Some,Fast,Some,California,US
604,37.303488,-122.025398,6/15/11 17:22,Dry,No Water,None,California,US
605,37.301172,-122.023206,6/15/11 16:50,Some,Slow,None,California,US
606,37.259732,-121.798492,6/15/11 17:23,Some,Fast,Some,California,US
607,37.301062,-122.023187,6/15/11 16:53,Some,Slow,None,California,US
608,37.303555,-122.025478,6/15/11 17:22,Dry,No Water,None,California,US
609,37.384618,-121.83643,6/15/11 17:06,Some,Slow,Some,California,US
610,37.207097,-121.823662,6/15/11 17:09,Some,Fast,A lot,California,US
611,37.203598,-121.829812,6/15/11 16:55,Some,Fast,None,California,US
612,37.203553,-121.829773,6/15/11 16:58,Some,Fast,None,California,US
613,37.412716,-121.857805,6/15/11 17:01,Some,Fast,Some,California,US
614,37.203474,-121.829742,6/15/11 16:58,Some,Fast,None,California,US
615,37.235085,-121.816936,6/15/11 16:55,Some,Slow,Some,California,US
616,37.301093,-122.023207,6/15/11 16:48,Some,Slow,None,California,US
617,37.327714,-121.83643,6/15/11 16:46,Full,Fast,A lot,California,US
618,37.328055,-121.891003,6/15/11 16:45,Full,Fast,A lot,California,US
619,37.240348,-121.83643,6/15/11 16:09,Some,Fast,None,California,US
620,37.199217,-121.739569,6/15/11 16:29,Some,Fast,None,California,US
621,37.334782,-121.866964,6/15/11 16:16,Full,Slow,A lot,California,US
622,37.307148,-121.964586,6/15/11 16:14,Dry,No Water,None,California,US
623,37.334781,-121.83643,6/15/11 16:14,Full,Slow,A lot,California,US
624,37.30718,-121.964451,6/15/11 16:11,Some,Still,Some,California,US
625,37.334886,-121.866933,6/15/11 16:12,Full,Slow,A lot,California,US
626,37.204593,-121.857255,6/15/11 15:20,Dry,No Water,None,California,US
627,37.232351,-121.875307,6/15/11 15:53,Some,Slow,None,California,US
628,37.27026,-121.752061,6/15/11 13:42,Some,Fast,None,California,US
629,37.283377,-121.773072,6/15/11 13:08,Some,Slow,None,California,US
630,37.273493,-121.739442,6/15/11 13:55,Dry,No Water,Some,California,US
631,37.370594,-121.871762,6/15/11 14:43,Some,Fast,A lot,California,US
632,37.3212,-121.902792,6/15/11 14:34,Full,Slow,A lot,California,US
633,37.415309,-121.83643,6/15/11 14:03,Some,Slow,Some,California,US
634,37.384339,-121.815928,6/15/11 13:15,Some,Fast,A lot,California,US
635,37.408483,-121.845169,6/15/11 14:11,Dry,No Water,None,California,US
636,37.357829,-121.858529,6/15/11 13:33,Full,Slow,Some,California,US
637,37.404521,-121.836364,6/15/11 14:23,Some,Still,Some,California,US
638,37.356065,-121.804123,6/15/11 14:12,Some,Slow,None,California,US
639,37.22109,-121.908267,6/15/11 14:06,Some,Fast,None,California,US
640,37.276653,-121.741034,6/15/11 14:02,Dry,No Water,Some,California,US
641,37.303948,-121.882148,6/15/11 14:01,Full,Fast,Some,California,US
642,37.24908,-121.913227,6/15/11 13:12,Some,Fast,None,California,US
643,37.246598,-121.916333,6/15/11 12:57,Some,Fast,Some,California,US
644,37.412973,-121.8577,6/15/11 12:57,Some,Slow,Some,California,US
645,37.304672,-121.754973,6/15/11 12:51,Dry,No Water,Some,California,US
646,37.203824,-121.83643,6/15/11 12:40,Dry,No Water,None,California,US
647,37.409806,-121.861042,6/15/11 12:31,Some,Slow,Some,California,US
648,37.298994,-121.768391,6/15/11 12:26,Dry,No Water,A lot,California,US
649,37.299029,-121.768411,6/15/11 12:24,Dry,No Water,A lot,California,US
650,37.315819,-121.796597,6/15/11 11:56,Dry,No Water,Some,California,US
651,37.199319,-121.739663,6/14/11 14:00,Full,Slow,None,California,US
652,37.257427,-121.791694,6/14/11 14:54,Full,Fast,Some,California,US
653,37.235146,-121.816974,6/14/11 14:28,Some,Slow,Some,California,US
654,37.418413,-122.112724,6/14/11 12:09,Some,Slow,Some,California,US
655,33.894379,-118.333848,9/6/11 22:10,Some,Slow,Some,California,US
656,33.896785,-118.332072,9/6/11 22:05,Some,Slow,Some,California,US
657,33.898267,-118.330508,9/6/11 22:02,Some,Slow,Some,California,US
658,37.811074,-122.262537,8/6/11 11:46,Some,Slow,A lot,California,US
659,32.937502,-117.150131,12/2/11 17:40,Full,Fast,None,California,US
660,32.984413,-117.129771,5/6/11 19:35,Dry,No Water,None,California,US
661,37.285876,-121.938709,5/28/11 16:06,Full,Fast,Some,California,US
662,34.147792,-118.630553,5/25/11 19:36,Some,Slow,A lot,California,US
663,37.357947,-121.858685,5/19/11 12:54,Full,Fast,A lot,California,US
664,37.341524,-121.902237,5/19/11 18:35,Some,Fast,A lot,California,US
665,39.181568,-121.83643,5/14/11 11:58,Full,Fast,None,California,US
666,34.135544,-118.632731,5/13/11 14:37,Some,Slow,Some,California,US
667,37.83402,-122.056742,3/27/11 14:32,Full,Fast,None,California,US
668,34.147586,-118.630461,3/28/11 18:10,Full,Slow,A lot,California,US
669,34.089329,-118.645928,4/16/11 22:01,Some,Fast,None,California,US
670,34.137012,-121.83643,12/5/11 20:22,Some,Slow,Some,California,US
671,34.044062,-118.580867,11/5/11 17:50,Some,Fast,Some,California,US
672,38.343555,-122.672471,11/5/11 14:21,Some,Slow,None,California,US
673,38.973083,-123.108072,4/18/11 14:17,Some,Fast,None,California,US
674,37.761704,-122.46742,4/30/11 18:39,Dry,No Water,Some,California,US
675,37.761789,-122.467313,4/30/11 18:37,Dry,No Water,None,California,US
676,32.937097,-117.137651,4/30/11 13:53,Full,Fast,Some,California,US
677,37.439514,-122.179922,4/29/11 19:30,Some,Fast,Some,California,US
678,37.435462,-122.080312,4/25/11 21:04,Full,Slow,None,California,US
679,37.280776,-122.119296,3/20/11 15:57,Full,Fast,None,California,US
680,37.280164,-122.11982,3/24/11 21:05,Full,Fast,None,California,US
681,37.281367,-122.119452,3/24/11 21:16,Full,Fast,None,California,US
682,37.280843,-122.118473,3/24/11 21:20,Full,Fast,None,California,US
683,37.280291,-122.11901,3/24/11 21:07,Full,Fast,None,California,US
684,37.280813,-122.118477,3/24/11 21:21,Full,Fast,None,California,US
685,37.304009,-121.882069,3/26/11 18:53,Full,Fast,Some,California,US
686,37.303917,-121.882242,3/26/11 18:55,Full,Fast,A lot,California,US
687,37.303887,-121.83643,3/26/11 18:56,Full,Fast,A lot,California,US
688,37.835917,-122.218614,4/25/11 12:00,Full,Fast,None,California,US
689,37.842423,-122.204445,4/25/11 11:52,Full,Fast,None,California,US
690,37.257665,-122.036295,4/21/11 14:52,Some,Fast,None,California,US
691,35.2606,-120.703893,3/22/11 21:16,Full,Fast,Some,California,US
692,34.069796,-118.695855,3/21/11 21:33,Full,Fast,None,California,US
693,37.43949,-122.179894,3/21/11 18:08,Full,Fast,None,California,US
694,37.383722,-122.235202,3/20/11 19:08,Full,Fast,None,California,US
695,34.160396,-117.621303,3/20/11 17:17,Some,Slow,Some,California,US
696,37.257608,-122.036135,3/20/11 15:59,Some,Fast,None,California,US
697,37.257559,-122.036013,3/19/11 20:16,Some,Fast,None,California,US
698,32.838892,-117.045166,3/19/11 15:03,Some,Slow,None,California,US
699,38.683994,-121.272744,3/18/11 20:29,Full,Fast,Some,California,US
700,38.684023,-121.272726,3/18/11 20:28,Full,Fast,Some,California,US
701,37.222026,-121.876577,3/18/11 17:52,Some,Fast,Some,California,US
702,37.88239,-122.302178,3/18/11 14:33,Full,Fast,Some,California,US
703,38.684031,-121.272199,3/17/11 13:31,Some,Slow,A lot,California,US
704,38.683871,-121.272364,3/17/11 13:30,Some,Slow,A lot,California,US
705,38.68385,-121.272751,3/17/11 13:27,Some,Slow,Some,California,US
706,38.684071,-121.272753,3/17/11 13:25,Some,Slow,Some,California,US
707,37.439736,-122.180123,3/16/11 21:09,Full,Fast,None,California,US
708,38.343146,-122.672567,3/16/11 15:16,Full,Fast,None,California,US
709,37.439564,-122.179937,3/15/11 20:46,Some,Fast,None,California,US
710,37.412919,-122.068873,3/14/11 19:56,Full,Fast,Some,California,US
711,32.845531,-117.208084,3/13/11 20:03,Some,Slow,None,California,US
712,37.435084,-122.08014,12/3/11 19:16,Full,Slow,None,California,US
713,37.91297,-122.603621,12/3/11 14:03,Some,Slow,None,California,US
714,37.910825,-122.603838,12/3/11 13:51,Some,Slow,None,California,US
715,37.798832,-121.977305,12/3/11 12:18,Some,Fast,Some,California,US
716,37.794299,-122.170929,11/3/11 16:36,Some,Slow,Some,California,US
717,37.221869,-121.876453,9/3/11 20:40,Some,Slow,Some,California,US
718,38.297204,-122.283101,9/3/11 18:45,Some,Slow,A lot,California,US
719,37.797134,-121.977684,6/3/11 18:04,Some,Fast,Some,California,US
720,33.962335,-117.466277,5/3/11 17:23,Some,Slow,None,California,US
721,38.582478,-121.428514,5/3/11 14:39,Full,Slow,Some,California,US
722,37.43955,-122.180009,3/3/11 19:54,Full,Fast,None,California,US
723,37.219185,-121.820041,1/3/11 19:40,Full,Fast,A lot,California,US
724,37.439484,-122.179998,2/27/11 19:54,Full,Fast,None,California,US
725,34.095055,-118.653338,2/27/11 17:03,Some,Fast,Some,California,US
726,37.369978,-121.8694,2/27/11 13:41,Full,Fast,None,California,US
727,37.672018,-121.768733,2/26/11 20:35,Full,Fast,None,California,US
728,37.385611,-121.935048,2/26/11 12:49,Full,Fast,Some,California,US
729,33.461798,-117.684471,2/24/11 20:48,Full,Slow,Some,California,US
730,37.882851,-122.300275,2/21/11 14:51,Some,Slow,None,California,US
731,38.582469,-121.428286,2/20/11 14:53,Full,Slow,Some,California,US
732,37.369633,-121.83643,2/20/11 13:58,Full,Fast,A lot,California,US
733,37.369835,-121.868114,2/20/11 13:54,Full,Fast,A lot,California,US
734,37.370099,-121.869679,2/20/11 13:51,Full,Fast,A lot,California,US
735,37.221927,-121.876455,2/19/11 19:33,Some,Fast,Some,California,US
736,32.757731,-117.190972,2/19/11 13:46,Dry,No Water,None,California,US
737,37.032174,-121.83643,2/19/11 13:34,Full,Fast,None,California,US
738,37.298765,-122.010831,2/19/11 0:45,Dry,No Water,A lot,California,US
739,37.221913,-121.876513,2/18/11 21:05,Full,Fast,Some,California,US
740,37.280206,-122.119752,2/17/11 20:47,Full,Fast,None,California,US
741,37.28023,-122.119775,2/17/11 20:46,Full,Fast,None,California,US
742,37.400021,-122.114295,2/16/11 20:20,Full,Fast,A lot,California,US
743,37.400021,-122.114295,2/16/11 20:19,Full,Fast,A lot,California,US
744,37.400021,-122.114295,2/16/11 20:17,Full,Fast,None,California,US
745,37.400021,-122.114295,2/16/11 19:07,Full,Still,Some,California,US
746,37.93139,-122.324035,2/16/11 16:51,Some,Slow,A lot,California,US
747,37.211425,-121.83643,2/15/11 14:51,Some,No Water,Some,California,US
748,34.147581,-118.630358,2/14/11 18:28,Some,Slow,A lot,California,US
749,37.792339,-122.168921,2/14/11 17:02,Some,Fast,None,California,US
750,37.274034,-121.974106,12/2/11 20:39,Some,Slow,None,California,US
751,37.439588,-122.179968,12/2/11 20:21,Some,Slow,None,California,US
752,34.147651,-118.630409,10/2/11 18:35,Some,Slow,A lot,California,US
753,34.147653,-118.630482,1/2/11 19:22,Some,Slow,A lot,California,US
754,36.604912,-121.896124,1/28/11 17:29,Some,Slow,Some,California,US
